sorgente giorno mese ngiorno ora fuso anno cnt
Sorgente1 Fri Jun 07 03:00:00 CEST 2019 3
Sorgente1 Fri Jun 07 03:30:00 CEST 2019 3
Sorgente1 Fri Jun 07 04:00:00 CEST 2019 3
Sorgente1 Fri Jun 07 04:30:00 CEST 2019 4
Sorgente1 Fri Jun 07 05:00:00 CEST 2019 5
Sorgente1 Fri Jun 07 05:30:00 CEST 2019 5
Sorgente1 Fri Jun 07 06:00:00 CEST 2019 8
Sorgente1 Fri Jun 07 06:30:00 CEST 2019 11
Sorgente1 Fri Jun 07 07:00:00 CEST 2019 14
Sorgente1 Fri Jun 07 07:30:00 CEST 2019 18
Sorgente1 Fri Jun 07 08:00:00 CEST 2019 26
Sorgente1 Fri Jun 07 08:30:00 CEST 2019 32
Sorgente1 Fri Jun 07 09:00:00 CEST 2019 36
Sorgente1 Fri Jun 07 09:30:00 CEST 2019 43
Sorgente1 Fri Jun 07 10:00:00 CEST 2019 44
Sorgente1 Fri Jun 07 10:30:00 CEST 2019 46
Sorgente1 Fri Jun 07 11:00:00 CEST 2019 46
Sorgente1 Fri Jun 07 11:30:00 CEST 2019 46
Sorgente1 Fri Jun 07 12:00:00 CEST 2019 47
Sorgente1 Fri Jun 07 12:30:00 CEST 2019 46
Sorgente1 Fri Jun 07 13:00:00 CEST 2019 44
Sorgente1 Fri Jun 07 13:30:00 CEST 2019 45
Sorgente1 Fri Jun 07 14:00:00 CEST 2019 47
Sorgente1 Fri Jun 07 14:30:00 CEST 2019 48
Sorgente1 Fri Jun 07 15:00:00 CEST 2019 49
Sorgente1 Fri Jun 07 15:30:00 CEST 2019 48
Sorgente1 Fri Jun 07 16:00:00 CEST 2019 46
Sorgente1 Fri Jun 07 16:30:00 CEST 2019 38
Sorgente1 Fri Jun 07 17:00:00 CEST 2019 33
Sorgente1 Fri Jun 07 17:30:00 CEST 2019 32
Sorgente1 Fri Jun 07 18:00:00 CEST 2019 27
Sorgente1 Fri Jun 07 18:30:00 CEST 2019 25
Sorgente1 Fri Jun 07 19:00:00 CEST 2019 19
Sorgente1 Fri Jun 07 19:30:00 CEST 2019 14
Sorgente1 Fri Jun 07 20:00:00 CEST 2019 10
Sorgente1 Fri Jun 07 20:30:00 CEST 2019 8
Sorgente1 Fri Jun 07 21:00:00 CEST 2019 6
Sorgente1 Fri Jun 07 21:30:00 CEST 2019 5
Sorgente1 Fri Jun 07 22:00:00 CEST 2019 5
Sorgente1 Fri Jun 07 22:30:00 CEST 2019 4
Sorgente1 Fri Jun 07 23:00:00 CEST 2019 4
Sorgente1 Fri Jun 07 23:30:00 CEST 2019 4
Sorgente1 Sat Jun 08 00:00:00 CEST 2019 3
Sorgente1 Sat Jun 08 00:30:00 CEST 2019 5
Sorgente1 Sat Jun 08 01:00:00 CEST 2019 5
Sorgente1 Sat Jun 08 01:30:00 CEST 2019 5
Sorgente1 Sat Jun 08 02:00:00 CEST 2019 4
Sorgente1 Sat Jun 08 02:30:00 CEST 2019 5
Sorgente1 Sat Jun 08 03:00:00 CEST 2019 5
Sorgente1 Sat Jun 08 03:30:00 CEST 2019 5
Sorgente1 Sat Jun 08 04:00:00 CEST 2019 6
Sorgente1 Sat Jun 08 04:30:00 CEST 2019 8
Sorgente1 Sat Jun 08 05:00:00 CEST 2019 10
Sorgente1 Sat Jun 08 05:30:00 CEST 2019 14
Sorgente1 Sat Jun 08 06:00:00 CEST 2019 20
Sorgente1 Sat Jun 08 06:30:00 CEST 2019 31
Sorgente1 Sat Jun 08 07:00:00 CEST 2019 34
Sorgente1 Sat Jun 08 07:30:00 CEST 2019 41
Sorgente1 Sat Jun 08 08:00:00 CEST 2019 44
Sorgente1 Sat Jun 08 08:30:00 CEST 2019 48
Sorgente1 Sat Jun 08 09:00:00 CEST 2019 50
Sorgente1 Sat Jun 08 09:30:00 CEST 2019 51
Sorgente1 Sat Jun 08 10:00:00 CEST 2019 52
Sorgente1 Sat Jun 08 10:30:00 CEST 2019 55
Sorgente1 Sat Jun 08 11:00:00 CEST 2019 56
Sorgente1 Sat Jun 08 11:30:00 CEST 2019 59
Sorgente1 Sat Jun 08 12:00:00 CEST 2019 61
Sorgente1 Sat Jun 08 12:30:00 CEST 2019 61
Sorgente1 Sat Jun 08 13:00:00 CEST 2019 61
Sorgente1 Sat Jun 08 13:30:00 CEST 2019 61
Sorgente1 Sat Jun 08 14:00:00 CEST 2019 60
Sorgente1 Sat Jun 08 14:30:00 CEST 2019 60
Sorgente1 Sat Jun 08 15:00:00 CEST 2019 58
Sorgente1 Sat Jun 08 15:30:00 CEST 2019 58
Sorgente1 Sat Jun 08 16:00:00 CEST 2019 55
Sorgente1 Sat Jun 08 16:30:00 CEST 2019 51
Sorgente1 Sat Jun 08 17:00:00 CEST 2019 49
Sorgente1 Sat Jun 08 17:30:00 CEST 2019 48
Sorgente1 Sat Jun 08 18:00:00 CEST 2019 44
Sorgente1 Sat Jun 08 18:30:00 CEST 2019 41
Sorgente1 Sat Jun 08 19:00:00 CEST 2019 38
Sorgente1 Sat Jun 08 19:30:00 CEST 2019 32
Sorgente1 Sat Jun 08 20:00:00 CEST 2019 29
Sorgente1 Sat Jun 08 20:30:00 CEST 2019 23
Sorgente1 Sat Jun 08 21:00:00 CEST 2019 17
Sorgente1 Sat Jun 08 21:30:00 CEST 2019 11
Sorgente1 Sat Jun 08 22:00:00 CEST 2019 9
Sorgente1 Sat Jun 08 22:30:00 CEST 2019 6
Sorgente1 Sat Jun 08 23:00:00 CEST 2019 5
Sorgente1 Sat Jun 08 23:30:00 CEST 2019 6
Sorgente1 Sun Jun 09 00:00:00 CEST 2019 6
Sorgente1 Sun Jun 09 00:30:00 CEST 2019 6
Sorgente1 Sun Jun 09 01:00:00 CEST 2019 5
Sorgente1 Sun Jun 09 01:30:00 CEST 2019 5
Sorgente1 Sun Jun 09 02:00:00 CEST 2019 4
Sorgente1 Sun Jun 09 02:30:00 CEST 2019 4
Sorgente1 Sun Jun 09 03:00:00 CEST 2019 4
Sorgente1 Sun Jun 09 03:30:00 CEST 2019 4
Sorgente1 Sun Jun 09 04:00:00 CEST 2019 5
Sorgente1 Sun Jun 09 04:30:00 CEST 2019 4
Sorgente1 Sun Jun 09 05:00:00 CEST 2019 6
Sorgente1 Sun Jun 09 05:30:00 CEST 2019 8
Sorgente1 Sun Jun 09 06:00:00 CEST 2019 8
Sorgente1 Sun Jun 09 06:30:00 CEST 2019 11
Sorgente1 Sun Jun 09 07:00:00 CEST 2019 16
Sorgente1 Sun Jun 09 07:30:00 CEST 2019 23
Sorgente1 Sun Jun 09 08:00:00 CEST 2019 29
Sorgente1 Sun Jun 09 08:30:00 CEST 2019 33
Sorgente1 Sun Jun 09 09:00:00 CEST 2019 36
Sorgente1 Sun Jun 09 09:30:00 CEST 2019 41
Sorgente1 Sun Jun 09 10:00:00 CEST 2019 47
Sorgente1 Sun Jun 09 10:30:00 CEST 2019 49
Sorgente1 Sun Jun 09 11:00:00 CEST 2019 50
Sorgente1 Sun Jun 09 11:30:00 CEST 2019 51
Sorgente1 Sun Jun 09 12:00:00 CEST 2019 52
Sorgente1 Sun Jun 09 12:30:00 CEST 2019 52
Sorgente1 Sun Jun 09 13:00:00 CEST 2019 52
Sorgente1 Sun Jun 09 13:30:00 CEST 2019 53
Sorgente1 Sun Jun 09 14:00:00 CEST 2019 53
Sorgente1 Sun Jun 09 14:30:00 CEST 2019 53
Sorgente1 Sun Jun 09 15:00:00 CEST 2019 51
Sorgente1 Sun Jun 09 15:30:00 CEST 2019 50
Sorgente1 Sun Jun 09 16:00:00 CEST 2019 50
Sorgente1 Sun Jun 09 16:30:00 CEST 2019 50
Sorgente1 Sun Jun 09 17:00:00 CEST 2019 49
Sorgente1 Sun Jun 09 17:30:00 CEST 2019 44
Sorgente1 Sun Jun 09 18:00:00 CEST 2019 39
Sorgente1 Sun Jun 09 18:30:00 CEST 2019 34
Sorgente1 Sun Jun 09 19:00:00 CEST 2019 26
Sorgente1 Sun Jun 09 19:30:00 CEST 2019 22
Sorgente1 Sun Jun 09 20:00:00 CEST 2019 17
Sorgente1 Sun Jun 09 20:30:00 CEST 2019 13
Sorgente1 Sun Jun 09 21:00:00 CEST 2019 11
Sorgente1 Sun Jun 09 21:30:00 CEST 2019 9
Sorgente1 Sun Jun 09 22:00:00 CEST 2019 7
Sorgente1 Sun Jun 09 22:30:00 CEST 2019 6
Sorgente1 Sun Jun 09 23:00:00 CEST 2019 4
Sorgente1 Sun Jun 09 23:30:00 CEST 2019 4
Sorgente1 Mon Jun 10 00:00:00 CEST 2019 4
Sorgente1 Mon Jun 10 00:30:00 CEST 2019 4
Sorgente1 Mon Jun 10 01:00:00 CEST 2019 3
Sorgente1 Mon Jun 10 01:30:00 CEST 2019 3
Sorgente1 Mon Jun 10 02:00:00 CEST 2019 3
Sorgente1 Mon Jun 10 02:30:00 CEST 2019 3
Sorgente1 Mon Jun 10 03:00:00 CEST 2019 3
Sorgente1 Mon Jun 10 03:30:00 CEST 2019 3
Sorgente1 Mon Jun 10 04:00:00 CEST 2019 3
Sorgente1 Mon Jun 10 04:30:00 CEST 2019 4
Sorgente1 Mon Jun 10 05:00:00 CEST 2019 5
Sorgente1 Mon Jun 10 05:30:00 CEST 2019 5
Sorgente1 Mon Jun 10 06:00:00 CEST 2019 8
Sorgente1 Mon Jun 10 06:30:00 CEST 2019 11
Sorgente1 Mon Jun 10 07:00:00 CEST 2019 14
Sorgente1 Mon Jun 10 07:30:00 CEST 2019 18
Sorgente1 Mon Jun 10 08:00:00 CEST 2019 26
Sorgente1 Mon Jun 10 08:30:00 CEST 2019 32
Sorgente1 Mon Jun 10 09:00:00 CEST 2019 36
Sorgente1 Mon Jun 10 09:30:00 CEST 2019 43
Sorgente1 Mon Jun 10 10:00:00 CEST 2019 44
Sorgente1 Mon Jun 10 10:30:00 CEST 2019 46
Sorgente1 Mon Jun 10 11:00:00 CEST 2019 46
Sorgente1 Mon Jun 10 11:30:00 CEST 2019 46
Sorgente1 Mon Jun 10 12:00:00 CEST 2019 47
Sorgente1 Mon Jun 10 12:30:00 CEST 2019 46
Sorgente1 Mon Jun 10 13:00:00 CEST 2019 44
Sorgente1 Mon Jun 10 13:30:00 CEST 2019 45
Sorgente1 Mon Jun 10 14:00:00 CEST 2019 47
Sorgente1 Mon Jun 10 14:30:00 CEST 2019 48
Sorgente1 Mon Jun 10 15:00:00 CEST 2019 49
Sorgente1 Mon Jun 10 15:30:00 CEST 2019 48
Sorgente1 Mon Jun 10 16:00:00 CEST 2019 46
Sorgente1 Mon Jun 10 16:30:00 CEST 2019 38
Sorgente1 Mon Jun 10 17:00:00 CEST 2019 33
Sorgente1 Mon Jun 10 17:30:00 CEST 2019 32
Sorgente1 Mon Jun 10 18:00:00 CEST 2019 27
Sorgente1 Mon Jun 10 18:30:00 CEST 2019 25
Sorgente1 Mon Jun 10 19:00:00 CEST 2019 19
Sorgente1 Mon Jun 10 19:30:00 CEST 2019 14
Sorgente1 Mon Jun 10 20:00:00 CEST 2019 10
Sorgente1 Mon Jun 10 20:30:00 CEST 2019 8
Sorgente1 Mon Jun 10 21:00:00 CEST 2019 6
Sorgente1 Mon Jun 10 21:30:00 CEST 2019 5
Sorgente1 Mon Jun 10 22:00:00 CEST 2019 5
Sorgente1 Mon Jun 10 22:30:00 CEST 2019 4
Sorgente1 Mon Jun 10 23:00:00 CEST 2019 4
Sorgente1 Mon Jun 10 23:30:00 CEST 2019 4
Sorgente1 Tue Jun 11 00:00:00 CEST 2019 4
Sorgente1 Tue Jun 11 00:30:00 CEST 2019 4
Sorgente1 Tue Jun 11 01:00:00 CEST 2019 3
Sorgente1 Tue Jun 11 01:30:00 CEST 2019 3
Sorgente1 Tue Jun 11 02:00:00 CEST 2019 3
Sorgente1 Tue Jun 11 02:30:00 CEST 2019 3
Sorgente1 Tue Jun 11 03:00:00 CEST 2019 3
Sorgente1 Tue Jun 11 03:30:00 CEST 2019 3
Sorgente1 Tue Jun 11 04:00:00 CEST 2019 3
Sorgente1 Tue Jun 11 04:30:00 CEST 2019 4
Sorgente1 Tue Jun 11 05:00:00 CEST 2019 5
Sorgente1 Tue Jun 11 05:30:00 CEST 2019 5
Sorgente1 Tue Jun 11 06:00:00 CEST 2019 8
Sorgente1 Tue Jun 11 06:30:00 CEST 2019 11
Sorgente1 Tue Jun 11 07:00:00 CEST 2019 14
Sorgente1 Tue Jun 11 07:30:00 CEST 2019 18
Sorgente1 Tue Jun 11 08:00:00 CEST 2019 26
Sorgente1 Tue Jun 11 08:30:00 CEST 2019 32
Sorgente1 Tue Jun 11 09:00:00 CEST 2019 36
Sorgente1 Tue Jun 11 09:30:00 CEST 2019 43
Sorgente1 Tue Jun 11 10:00:00 CEST 2019 44
Sorgente1 Tue Jun 11 10:30:00 CEST 2019 46
Sorgente1 Tue Jun 11 11:00:00 CEST 2019 46
Sorgente1 Tue Jun 11 11:30:00 CEST 2019 46
Sorgente1 Tue Jun 11 12:00:00 CEST 2019 47
Sorgente1 Tue Jun 11 12:30:00 CEST 2019 46
Sorgente1 Tue Jun 11 13:00:00 CEST 2019 44
Sorgente1 Tue Jun 11 13:30:00 CEST 2019 45
Sorgente1 Tue Jun 11 14:00:00 CEST 2019 47
Sorgente1 Tue Jun 11 14:30:00 CEST 2019 48
Sorgente1 Tue Jun 11 15:00:00 CEST 2019 49
Sorgente1 Tue Jun 11 15:30:00 CEST 2019 48
Sorgente1 Tue Jun 11 16:00:00 CEST 2019 46
Sorgente1 Tue Jun 11 16:30:00 CEST 2019 38
Sorgente1 Tue Jun 11 17:00:00 CEST 2019 33
Sorgente1 Tue Jun 11 17:30:00 CEST 2019 32
Sorgente1 Tue Jun 11 18:00:00 CEST 2019 27
Sorgente1 Tue Jun 11 18:30:00 CEST 2019 25
Sorgente1 Tue Jun 11 19:00:00 CEST 2019 19
Sorgente1 Tue Jun 11 19:30:00 CEST 2019 14
Sorgente1 Tue Jun 11 20:00:00 CEST 2019 10
Sorgente1 Tue Jun 11 20:30:00 CEST 2019 8
Sorgente1 Tue Jun 11 21:00:00 CEST 2019 6
Sorgente1 Tue Jun 11 21:30:00 CEST 2019 5
Sorgente1 Tue Jun 11 22:00:00 CEST 2019 5
Sorgente1 Tue Jun 11 22:30:00 CEST 2019 4
Sorgente1 Tue Jun 11 23:00:00 CEST 2019 4
Sorgente1 Tue Jun 11 23:30:00 CEST 2019 4
Sorgente1 Wed Jun 12 00:00:00 CEST 2019 4
Sorgente1 Wed Jun 12 00:30:00 CEST 2019 4
Sorgente1 Wed Jun 12 01:00:00 CEST 2019 3
Sorgente1 Wed Jun 12 01:30:00 CEST 2019 3
Sorgente1 Wed Jun 12 02:00:00 CEST 2019 3
Sorgente1 Wed Jun 12 02:30:00 CEST 2019 3
Sorgente1 Wed Jun 12 03:00:00 CEST 2019 3
Sorgente1 Wed Jun 12 03:30:00 CEST 2019 3
Sorgente1 Wed Jun 12 04:00:00 CEST 2019 3
Sorgente1 Wed Jun 12 04:30:00 CEST 2019 4
Sorgente1 Wed Jun 12 05:00:00 CEST 2019 5
Sorgente1 Wed Jun 12 05:30:00 CEST 2019 5
Sorgente1 Wed Jun 12 06:00:00 CEST 2019 8
Sorgente1 Wed Jun 12 06:30:00 CEST 2019 11
Sorgente1 Wed Jun 12 07:00:00 CEST 2019 14
Sorgente1 Wed Jun 12 07:30:00 CEST 2019 18
Sorgente1 Wed Jun 12 08:00:00 CEST 2019 26
Sorgente1 Wed Jun 12 08:30:00 CEST 2019 32
Sorgente1 Wed Jun 12 09:00:00 CEST 2019 36
Sorgente1 Wed Jun 12 09:30:00 CEST 2019 43
Sorgente1 Wed Jun 12 10:00:00 CEST 2019 44
Sorgente1 Wed Jun 12 10:30:00 CEST 2019 46
Sorgente1 Wed Jun 12 11:00:00 CEST 2019 46
Sorgente1 Wed Jun 12 11:30:00 CEST 2019 46
Sorgente1 Wed Jun 12 12:00:00 CEST 2019 47
Sorgente1 Wed Jun 12 12:30:00 CEST 2019 46
Sorgente1 Wed Jun 12 13:00:00 CEST 2019 44
Sorgente1 Wed Jun 12 13:30:00 CEST 2019 45
Sorgente1 Wed Jun 12 14:00:00 CEST 2019 47
Sorgente1 Wed Jun 12 14:30:00 CEST 2019 48
Sorgente1 Wed Jun 12 15:00:00 CEST 2019 49
Sorgente1 Wed Jun 12 15:30:00 CEST 2019 48
Sorgente1 Wed Jun 12 16:00:00 CEST 2019 46
Sorgente1 Wed Jun 12 16:30:00 CEST 2019 38
Sorgente1 Wed Jun 12 17:00:00 CEST 2019 33
Sorgente1 Wed Jun 12 17:30:00 CEST 2019 32
Sorgente1 Wed Jun 12 18:00:00 CEST 2019 27
Sorgente1 Wed Jun 12 18:30:00 CEST 2019 25
Sorgente1 Wed Jun 12 19:00:00 CEST 2019 19
Sorgente1 Wed Jun 12 19:30:00 CEST 2019 14
Sorgente1 Wed Jun 12 20:00:00 CEST 2019 10
Sorgente1 Wed Jun 12 20:30:00 CEST 2019 8
Sorgente1 Wed Jun 12 21:00:00 CEST 2019 6
Sorgente1 Wed Jun 12 21:30:00 CEST 2019 5
Sorgente1 Wed Jun 12 22:00:00 CEST 2019 5
Sorgente1 Wed Jun 12 22:30:00 CEST 2019 4
Sorgente1 Wed Jun 12 23:00:00 CEST 2019 4
Sorgente1 Wed Jun 12 23:30:00 CEST 2019 4
Sorgente1 Thu Jun 13 00:00:00 CEST 2019 4
Sorgente1 Thu Jun 13 00:30:00 CEST 2019 4
Sorgente1 Thu Jun 13 01:00:00 CEST 2019 3
Sorgente1 Thu Jun 13 01:30:00 CEST 2019 3
Sorgente1 Thu Jun 13 02:00:00 CEST 2019 3
Sorgente1 Thu Jun 13 02:30:00 CEST 2019 3
Sorgente1 Thu Jun 13 03:00:00 CEST 2019 3
Sorgente1 Thu Jun 13 03:30:00 CEST 2019 3
Sorgente1 Thu Jun 13 04:00:00 CEST 2019 3
Sorgente1 Thu Jun 13 04:30:00 CEST 2019 4
Sorgente1 Thu Jun 13 05:00:00 CEST 2019 5
Sorgente1 Thu Jun 13 05:30:00 CEST 2019 5
Sorgente1 Thu Jun 13 06:00:00 CEST 2019 8
Sorgente1 Thu Jun 13 06:30:00 CEST 2019 11
Sorgente1 Thu Jun 13 07:00:00 CEST 2019 14
Sorgente1 Thu Jun 13 07:30:00 CEST 2019 18
Sorgente1 Thu Jun 13 08:00:00 CEST 2019 26
Sorgente1 Thu Jun 13 08:30:00 CEST 2019 32
Sorgente1 Thu Jun 13 09:00:00 CEST 2019 36
Sorgente1 Thu Jun 13 09:30:00 CEST 2019 43
Sorgente1 Thu Jun 13 10:00:00 CEST 2019 44
Sorgente1 Thu Jun 13 10:30:00 CEST 2019 46
Sorgente1 Thu Jun 13 11:00:00 CEST 2019 46
Sorgente1 Thu Jun 13 11:30:00 CEST 2019 46
Sorgente1 Thu Jun 13 12:00:00 CEST 2019 47
Sorgente1 Thu Jun 13 12:30:00 CEST 2019 46
Sorgente1 Thu Jun 13 13:00:00 CEST 2019 44
Sorgente1 Thu Jun 13 13:30:00 CEST 2019 45
Sorgente1 Thu Jun 13 14:00:00 CEST 2019 47
Sorgente1 Thu Jun 13 14:30:00 CEST 2019 48
Sorgente1 Thu Jun 13 15:00:00 CEST 2019 49
Sorgente1 Thu Jun 13 15:30:00 CEST 2019 48
Sorgente1 Thu Jun 13 16:00:00 CEST 2019 46
Sorgente1 Thu Jun 13 16:30:00 CEST 2019 38
Sorgente1 Thu Jun 13 17:00:00 CEST 2019 33
Sorgente1 Thu Jun 13 17:30:00 CEST 2019 32
Sorgente1 Thu Jun 13 18:00:00 CEST 2019 27
Sorgente1 Thu Jun 13 18:30:00 CEST 2019 25
Sorgente1 Thu Jun 13 19:00:00 CEST 2019 19
Sorgente1 Thu Jun 13 19:30:00 CEST 2019 14
Sorgente1 Thu Jun 13 20:00:00 CEST 2019 10
Sorgente1 Thu Jun 13 20:30:00 CEST 2019 8
Sorgente1 Thu Jun 13 21:00:00 CEST 2019 6
Sorgente1 Thu Jun 13 21:30:00 CEST 2019 5
Sorgente1 Thu Jun 13 22:00:00 CEST 2019 5
Sorgente1 Thu Jun 13 22:30:00 CEST 2019 4
Sorgente1 Thu Jun 13 23:00:00 CEST 2019 4
Sorgente1 Thu Jun 13 23:30:00 CEST 2019 4
Sorgente1 Fri Jun 14 00:00:00 CEST 2019 4
Sorgente1 Fri Jun 14 00:30:00 CEST 2019 4
Sorgente1 Fri Jun 14 01:00:00 CEST 2019 3
Sorgente1 Fri Jun 14 01:30:00 CEST 2019 3
Sorgente1 Fri Jun 14 02:00:00 CEST 2019 3
Sorgente1 Fri Jun 14 02:30:00 CEST 2019 3
Sorgente1 Fri Jun 14 03:00:00 CEST 2019 3
Sorgente1 Fri Jun 14 03:30:00 CEST 2019 3
Sorgente1 Fri Jun 14 04:00:00 CEST 2019 3
Sorgente1 Fri Jun 14 04:30:00 CEST 2019 4
Sorgente1 Fri Jun 14 05:00:00 CEST 2019 5
Sorgente1 Fri Jun 14 05:30:00 CEST 2019 5
Sorgente1 Fri Jun 14 06:00:00 CEST 2019 8
Sorgente1 Fri Jun 14 06:30:00 CEST 2019 11
Sorgente1 Fri Jun 14 07:00:00 CEST 2019 14
Sorgente1 Fri Jun 14 07:30:00 CEST 2019 18
Sorgente1 Fri Jun 14 08:00:00 CEST 2019 26
Sorgente1 Fri Jun 14 08:30:00 CEST 2019 32
Sorgente1 Fri Jun 14 09:00:00 CEST 2019 36
Sorgente1 Fri Jun 14 09:30:00 CEST 2019 43
Sorgente1 Fri Jun 14 10:00:00 CEST 2019 44
Sorgente1 Fri Jun 14 10:30:00 CEST 2019 46
Sorgente1 Fri Jun 14 11:00:00 CEST 2019 46
Sorgente1 Fri Jun 14 11:30:00 CEST 2019 46
Sorgente1 Fri Jun 14 12:00:00 CEST 2019 47
Sorgente1 Fri Jun 14 12:30:00 CEST 2019 46
Sorgente1 Fri Jun 14 13:00:00 CEST 2019 44
Sorgente1 Fri Jun 14 13:30:00 CEST 2019 45
Sorgente1 Fri Jun 14 14:00:00 CEST 2019 47
Sorgente1 Fri Jun 14 14:30:00 CEST 2019 48
Sorgente1 Fri Jun 14 15:00:00 CEST 2019 49
Sorgente1 Fri Jun 14 15:30:00 CEST 2019 48
Sorgente1 Fri Jun 14 16:00:00 CEST 2019 46
Sorgente1 Fri Jun 14 16:30:00 CEST 2019 38
Sorgente1 Fri Jun 14 17:00:00 CEST 2019 33
Sorgente1 Fri Jun 14 17:30:00 CEST 2019 32
Sorgente1 Fri Jun 14 18:00:00 CEST 2019 27
Sorgente1 Fri Jun 14 18:30:00 CEST 2019 25
Sorgente1 Fri Jun 14 19:00:00 CEST 2019 19
Sorgente1 Fri Jun 14 19:30:00 CEST 2019 14
Sorgente1 Fri Jun 14 20:00:00 CEST 2019 10
Sorgente1 Fri Jun 14 20:30:00 CEST 2019 8
Sorgente1 Fri Jun 14 21:00:00 CEST 2019 6
Sorgente1 Fri Jun 14 21:30:00 CEST 2019 5
Sorgente1 Fri Jun 14 22:00:00 CEST 2019 5
Sorgente1 Fri Jun 14 22:30:00 CEST 2019 4
Sorgente1 Fri Jun 14 23:00:00 CEST 2019 4
Sorgente1 Fri Jun 14 23:30:00 CEST 2019 4
Sorgente1 Sat Jun 15 00:00:00 CEST 2019 3
Sorgente1 Sat Jun 15 00:30:00 CEST 2019 5
Sorgente1 Sat Jun 15 01:00:00 CEST 2019 5
Sorgente1 Sat Jun 15 01:30:00 CEST 2019 5
Sorgente1 Sat Jun 15 02:00:00 CEST 2019 4
Sorgente1 Sat Jun 15 02:30:00 CEST 2019 5
Sorgente1 Sat Jun 15 03:00:00 CEST 2019 5
Sorgente1 Sat Jun 15 03:30:00 CEST 2019 5
Sorgente1 Sat Jun 15 04:00:00 CEST 2019 6
Sorgente1 Sat Jun 15 04:30:00 CEST 2019 8
Sorgente1 Sat Jun 15 05:00:00 CEST 2019 10
Sorgente1 Sat Jun 15 05:30:00 CEST 2019 14
Sorgente1 Sat Jun 15 06:00:00 CEST 2019 20
Sorgente1 Sat Jun 15 06:30:00 CEST 2019 31
Sorgente1 Sat Jun 15 07:00:00 CEST 2019 34
Sorgente1 Sat Jun 15 07:30:00 CEST 2019 41
Sorgente1 Sat Jun 15 08:00:00 CEST 2019 44
Sorgente1 Sat Jun 15 08:30:00 CEST 2019 48
Sorgente1 Sat Jun 15 09:00:00 CEST 2019 50
Sorgente1 Sat Jun 15 09:30:00 CEST 2019 51
Sorgente1 Sat Jun 15 10:00:00 CEST 2019 52
Sorgente1 Sat Jun 15 10:30:00 CEST 2019 55
Sorgente1 Sat Jun 15 11:00:00 CEST 2019 56
Sorgente1 Sat Jun 15 11:30:00 CEST 2019 59
Sorgente1 Sat Jun 15 12:00:00 CEST 2019 61
Sorgente1 Sat Jun 15 12:30:00 CEST 2019 61
Sorgente1 Sat Jun 15 13:00:00 CEST 2019 61
Sorgente1 Sat Jun 15 13:30:00 CEST 2019 61
Sorgente1 Sat Jun 15 14:00:00 CEST 2019 60
Sorgente1 Sat Jun 15 14:30:00 CEST 2019 60
Sorgente1 Sat Jun 15 15:00:00 CEST 2019 58
Sorgente1 Sat Jun 15 15:30:00 CEST 2019 58
Sorgente1 Sat Jun 15 16:00:00 CEST 2019 55
Sorgente1 Sat Jun 15 16:30:00 CEST 2019 51
Sorgente1 Sat Jun 15 17:00:00 CEST 2019 49
Sorgente1 Sat Jun 15 17:30:00 CEST 2019 48
Sorgente1 Sat Jun 15 18:00:00 CEST 2019 44
Sorgente1 Sat Jun 15 18:30:00 CEST 2019 41
Sorgente1 Sat Jun 15 19:00:00 CEST 2019 38
Sorgente1 Sat Jun 15 19:30:00 CEST 2019 32
Sorgente1 Sat Jun 15 20:00:00 CEST 2019 29
Sorgente1 Sat Jun 15 20:30:00 CEST 2019 23
Sorgente1 Sat Jun 15 21:00:00 CEST 2019 17
Sorgente1 Sat Jun 15 21:30:00 CEST 2019 11
Sorgente1 Sat Jun 15 22:00:00 CEST 2019 9
Sorgente1 Sat Jun 15 22:30:00 CEST 2019 6
Sorgente1 Sat Jun 15 23:00:00 CEST 2019 5
Sorgente1 Sat Jun 15 23:30:00 CEST 2019 6
Sorgente1 Sun Jun 16 00:00:00 CEST 2019 6
Sorgente1 Sun Jun 16 00:30:00 CEST 2019 6
Sorgente1 Sun Jun 16 01:00:00 CEST 2019 5
Sorgente1 Sun Jun 16 01:30:00 CEST 2019 5
Sorgente1 Sun Jun 16 02:00:00 CEST 2019 4
Sorgente1 Sun Jun 16 02:30:00 CEST 2019 4
Sorgente1 Sun Jun 16 03:00:00 CEST 2019 4
Sorgente1 Sun Jun 16 03:30:00 CEST 2019 4
Sorgente1 Sun Jun 16 04:00:00 CEST 2019 5
Sorgente1 Sun Jun 16 04:30:00 CEST 2019 4
Sorgente1 Sun Jun 16 05:00:00 CEST 2019 6
Sorgente1 Sun Jun 16 05:30:00 CEST 2019 8
Sorgente1 Sun Jun 16 06:00:00 CEST 2019 8
Sorgente1 Sun Jun 16 06:30:00 CEST 2019 11
Sorgente1 Sun Jun 16 07:00:00 CEST 2019 16
Sorgente1 Sun Jun 16 07:30:00 CEST 2019 23
Sorgente1 Sun Jun 16 08:00:00 CEST 2019 29
Sorgente1 Sun Jun 16 08:30:00 CEST 2019 33
Sorgente1 Sun Jun 16 09:00:00 CEST 2019 36
Sorgente1 Sun Jun 16 09:30:00 CEST 2019 41
Sorgente1 Sun Jun 16 10:00:00 CEST 2019 47
Sorgente1 Sun Jun 16 10:30:00 CEST 2019 49
Sorgente1 Sun Jun 16 11:00:00 CEST 2019 50
Sorgente1 Sun Jun 16 11:30:00 CEST 2019 51
